Station Category,Station #,Station Name,Katakana Name,Lat,Lon,Lat Degree,Lat Minute,Lon Degree,Lon Minute,Elevation,Precipitation,Wind,Teperature,Sunshine,Snowfall,,,,,Note 1,Note 2
a,1636,椎葉,シイバ,32.47500000,131.10333333,32,28.5,131,6.2,517,1,0,0,0,0,9999,99,99,,,
s,47823,阿久根,アクネ,32.02666667,130.20000000,32,1.6,130,12,40.1,1,1,1,1,1,9999,99,99,,,
a,0874,古原野,コハルノ,32.08333333,130.51333333,32,5,130,30.8,540,1,0,0,0,0,1976,3,31,,,
a,0875,大口,オオクチ,32.04666667,130.62666667,32,2.8,130,37.6,175,1,1,1,1,0,9999,99,99,,,
a,0876,魚野越,ウオノゴエ,32.02833333,130.71166667,32,1.7,130,42.7,460,1,0,0,0,0,1976,3,31,,,
a,0877,紫尾山,シビサン,31.98000000,130.36666667,31,58.8,130,22,1060,1,0,0,0,0,9999,99,99,,,
a,0878,さつま柏原,サツマカシワバル,31.91666667,130.45500000,31,55,130,27.3,59,1,1,1,1,0,9999,99,99,2005年12月2日までの地点名「宮之城」,,
a,0879,中甑,ナカコシキ,31.83500000,129.86666667,31,50.1,129,52,10,1,1,1,1,0,9999,99,99,,,
a,0880,川内,センダイ,31.83333333,130.31500000,31,50,130,18.9,5,1,1,1,1,0,9999,99,99,,,
a,0881,溝辺,ミゾベ,31.80333333,130.71833333,31,48.2,130,43.1,272,1,1,1,0,0,9999,99,99,,,
a,0882,八重山,ヤエヤマ,31.74666667,130.43833333,31,44.8,130,26.3,533,1,0,0,0,0,9999,99,99,2010年3月10日までの地点名「入来峠」,,
a,0883,東市来,ヒガシイチキ,31.66833333,130.32833333,31,40.1,130,19.7,40,1,1,1,1,0,9999,99,99,,,
a,0884,権現ケ尾,ゴンゲンガオ,31.50833333,130.46333333,31,30.5,130,27.8,397,1,0,0,0,0,2009,11,20,,,
s,47827,鹿児島,カゴシマ,31.55500000,130.54666667,31,33.3,130,32.8,3.9,1,1,1,1,1,9999,99,99,,,
a,0886,高峠,タカトウゲ,31.51166667,130.74500000,31,30.7,130,44.7,520,1,0,0,0,0,2009,11,20,,,
a,0887,加世田,カセダ,31.41500000,130.32500000,31,24.9,130,19.5,9,1,1,1,1,0,9999,99,99,,,
a,0888,吉ケ別府,ヨシガベップ,31.46166667,130.86000000,31,27.7,130,51.6,100,1,0,0,0,0,9999,99,99,,,
a,0890,喜入,キイレ,31.38666667,130.54000000,31,23.2,130,32.4,4,1,1,1,1,0,9999,99,99,,,
a,0891,肝属川,キモツキガワ,31.35000000,130.94833333,31,21,130,56.9,8,1,1,1,1,0,1977,8,9,,,
s,47831,枕崎,マクラザキ,31.27166667,130.29166667,31,16.3,130,17.5,29.5,1,1,1,1,1,9999,99,99,,,
a,0893,指宿,イブスキ,31.25000000,130.63666667,31,15,130,38.2,5,1,1,1,1,0,9999,99,99,,,
a,0894,甫与志岳,ホヨシダケ,31.25500000,130.95500000,31,15.3,130,57.3,550,1,0,0,0,0,2009,11,20,,,
a,0895,内之浦,ウチノウラ,31.27666667,131.05500000,31,16.6,131,3.3,8,1,1,1,1,0,9999,99,99,,,
s,47837,種子島,タネガシマ,30.72000000,130.98166667,30,43.2,130,58.9,24.9,1,1,1,1,1,9999,99,99,,,
a,0897,中種子,ナカタネ,30.60500000,130.99166667,30,36.3,130,59.5,234,1,1,1,0,0,9999,99,99,,,
a,0898,上中,カミナカ,30.40666667,130.90166667,30,24.4,130,54.1,150,1,1,1,1,0,9999,99,99,,,
a,0899,尾之間,オノアイダ,30.23500000,130.55500000,30,14.1,130,33.3,60,1,1,1,1,0,9999,99,99,,,
s,47909,名瀬,ナゼ,28.37833333,129.49500000,28,22.7,129,29.7,2.8,1,1,1,1,1,9999,99,99,,,
s,47836,屋久島,ヤクシマ,30.38500000,130.65833333,30,23.1,130,39.5,37.3,1,1,1,1,1,9999,99,99,,,
s,47942,沖永良部,オキノエラブ,27.43166667,128.70500000,27,25.9,128,42.3,26.8,1,1,1,1,1,9999,99,99,,,
a,0934,出水,イズミ,32.09333333,130.35166667,32,5.6,130,21.1,11,1,0,0,0,0,9999,99,99,,,
a,0935,牧之原,マキノハラ,31.66166667,130.84333333,31,39.7,130,50.6,387,1,1,1,1,0,9999,99,99,,,
a,0936,志布志,シブシ,31.47833333,131.09500000,31,28.7,131,5.7,70,1,1,1,1,0,9999,99,99,,,
a,0937,鹿屋,カノヤ,31.39166667,130.86333333,31,23.5,130,51.8,80,1,1,1,1,0,9999,99,99,,,
a,0980,古仁屋,コニヤ,28.14333333,129.31500000,28,8.6,129,18.9,2,1,1,1,1,0,9999,99,99,,,
a,1104,矢止岳,ヤドメダケ,31.85333333,130.55833333,31,51.2,130,33.5,500,1,0,0,0,0,2009,11,20,,,
a,1136,田代,タシロ,31.19833333,130.84333333,31,11.9,130,50.6,182,1,1,1,1,0,9999,99,99,,,
a,1139,伊仙,イセン,27.67666667,128.97333333,27,40.6,128,58.4,44,1,1,1,1,0,9999,99,99,,,
a,1146,輝北,キホク,31.58833333,130.85500000,31,35.3,130,51.3,360,1,1,1,1,0,9999,99,99,,,
a,1149,大隅,オオスミ,31.58000000,131.00500000,31,34.8,131,0.3,170,1,0,0,0,0,9999,99,99,,,
a,1161,佐多,サタ,31.09333333,130.69000000,31,5.6,130,41.4,27,1,0,0,0,0,9999,99,99,,,
a,1181,肝付前田,キモツキマエダ,31.34000000,130.93833333,31,20.4,130,56.3,31,1,1,1,1,0,9999,99,99,2005年7月6日までの地点名「高山」,,
a,1277,与論島,ヨロンジマ,27.04333333,128.40166667,27,2.6,128,24.1,14,1,1,1,0,0,9999,99,99,,,
a,1296,喜界島,キカイジマ,28.32000000,129.92666667,28,19.2,129,55.6,5,1,1,1,0,0,9999,99,99,,,
a,1520,笠利,カサリ,28.43000000,129.71166667,28,25.8,129,42.7,4,1,1,1,0,0,9999,99,99,,,
a,1540,中之島,ナカノシマ,29.84000000,129.86666667,29,50.4,129,52,220,1,1,1,1,0,9999,99,99,,,
a,1542,天城,アマギ,27.83500000,128.88000000,27,50.1,128,52.8,2,1,1,1,0,0,9999,99,99,,,
a,1625,霧島牧園,キリシママキゾノ,31.88500000,130.82000000,31,53.1,130,49.2,527,1,0,0,0,0,2013,12,25,,,
a,1625,霧島牧園,キリシママキゾノ,31.88500000,130.82000000,31,53.1,130,49.2,527,1,0,0,0,0,2013,12,25,,,
a,1647,宝島,タカラジマ,29.15166667,129.20166667,29,9.1,129,12.1,33,1,0,0,0,0,9999,99,99,,,
a,1654,諏訪之瀬島,スワノセジマ,29.61000000,129.70500000,29,36.6,129,42.3,111,1,0,0,0,0,9999,99,99,,,
a,1655,小宝島,コダカラジマ,29.22500000,129.32833333,29,13.5,129,19.7,10,1,0,0,0,0,9999,99,99,,,
a,1658,平島,タイラジマ,29.68333333,129.52833333,29,41,129,31.7,97,1,0,0,0,0,9999,99,99,,,
a,0901,奥,オク,26.83500000,128.27166667,26,50.1,128,16.3,232,1,1,1,1,0,9999,99,99,,,
a,0902,与那覇岳,ヨナハダケ,26.72666667,128.21500000,26,43.6,128,12.9,375,1,0,0,0,0,2005,12,20,,,
a,0903,呉我山,ゴガヤマ,26.66500000,127.97000000,26,39.9,127,58.2,86,1,0,0,0,0,1981,7,3,,,
s,47940,名護,ナゴ,26.59333333,127.96500000,26,35.6,127,57.9,6.1,1,1,1,1,1,9999,99,99,,,
a,0905,名嘉真,ナカマ,26.51333333,127.91333333,26,30.8,127,54.8,75,1,0,0,0,0,1981,7,1,,,
a,0906,読谷,ヨミタン,26.40500000,127.74166667,26,24.3,127,44.5,99,1,0,0,0,0,9999,99,99,,,
a,0907,胡屋,ゴヤ,26.32666667,127.80500000,26,19.6,127,48.3,86,1,0,0,0,0,9999,99,99,,,
s,47936,那覇,ナハ,26.20666667,127.68666667,26,12.4,127,41.2,28.1,1,1,1,1,1,9999,99,99,,,
a,0909,糸数,イトカズ,26.15333333,127.76500000,26,9.2,127,45.9,186,1,1,1,1,0,9999,99,99,,,
a,1064,金武,キン,26.45333333,127.85833333,26,27.2,127,51.5,8,1,1,1,1,0,2007,12,19,,,
s,47918,石垣島,イシガキジマ,24.33666667,124.16333333,24,20.2,124,9.8,5.7,1,1,1,1,1,9999,99,99,,,
a,1145,伊原間,イバルマ,24.50833333,124.28000000,24,30.5,124,16.8,15,1,1,1,1,0,9999,99,99,,,
a,1147,伊是名,イゼナ,26.94833333,127.94000000,26,56.9,127,56.4,14,1,1,1,1,0,9999,99,99,,,
s,47927,宮古島,ミヤコジマ,24.79333333,125.27833333,24,47.6,125,16.7,39.9,1,1,1,1,1,9999,99,99,,,
s,47929,久米島,クメジマ,26.33666667,126.80333333,26,20.2,126,48.2,5,1,1,1,1,1,9999,99,99,,,
a,1152,渡嘉敷,トカシキ,26.21000000,127.36333333,26,12.6,127,21.8,220,1,1,1,1,0,9999,99,99,,,
a,1246,伊良部,イラブ,24.82666667,125.17166667,24,49.6,125,10.3,10,1,1,1,1,0,2009,9,15,,,
a,1247,多良間,タラマ,24.66666667,124.69666667,24,40,124,41.8,16,1,1,1,1,0,2009,9,15,,,
a,1248,城辺,グスクベ,24.74333333,125.41000000,24,44.6,125,24.6,55,1,0,0,0,0,9999,99,99,,,
a,1250,川平,カビラ,24.46666667,124.14000000,24,28,124,8.4,7,1,0,0,0,0,9999,99,99,,,
a,1251,大原,オオハラ,24.26500000,123.87166667,24,15.9,123,52.3,33,1,1,1,1,0,9999,99,99,1989年12月16日までの地点名「大富」,,
s,47917,西表島,イリオモテジマ,24.42666667,123.76500000,24,25.6,123,45.9,9.9,1,1,1,1,1,9999,99,99,,,
s,47912,与那国島,ヨナグニジマ,24.46666667,123.01000000,24,28,123,0.6,30,1,1,1,1,1,9999,99,99,,,
a,1354,波照間,ハテルマ,24.05500000,123.76666667,24,3.3,123,46,38,1,1,1,1,0,9999,99,99,,,
s,47945,南大東（南大東島）,ミナミダイトウジマ,25.82833333,131.22833333,25,49.7,131,13.7,15.3,1,1,1,1,1,9999,99,99,,,
a,1373,本部,モトブ,26.68500000,127.89833333,26,41.1,127,53.9,25,1,0,0,0,0,9999,99,99,,,
a,1374,東,ヒガシ,26.63166667,128.15333333,26,37.9,128,9.2,24,1,0,0,0,0,9999,99,99,,,
a,1482,安次嶺,アシミネ,26.19500000,127.64500000,26,11.7,127,38.7,3,1,1,1,0,0,9999,99,99,,,
a,1483,鏡原,カガミハラ,24.78166667,125.29500000,24,46.9,125,17.7,43,1,1,1,0,0,9999,99,99,,,
a,1484,真栄里,マエザト,24.34333333,124.18666667,24,20.6,124,11.2,26,1,1,1,0,0,2013,3,6,,,
a,1490,下地,シモジ,24.82666667,125.14333333,24,49.6,125,8.6,8,1,1,1,0,0,9999,99,99,,,
a,1491,仲筋,ナカスジ,24.65333333,124.67500000,24,39.2,124,40.5,10,1,1,1,0,0,9999,99,99,2003年10月9日までの地点名「塩川」,,
a,1493,所野,トコロノ,24.46666667,122.97833333,24,28,122,58.7,15,1,1,1,0,0,9999,99,99,,,
a,1494,志多阿原,シタアバル,24.05833333,123.80333333,24,3.5,123,48.2,13,1,1,1,0,0,9999,99,99,,,
a,1515,粟国,アグニ,26.59166667,127.24000000,26,35.5,127,14.4,12,1,1,1,0,0,9999,99,99,,,
a,1516,慶良間,ケラマ,26.16833333,127.29333333,26,10.1,127,17.6,48,1,1,1,0,0,9999,99,99,,,
a,1517,北大東,キタダイトウ,25.94333333,131.32666667,25,56.6,131,19.6,22,1,1,1,0,0,9999,99,99,,,
a,1518,旧東,キュウトウ,25.84666667,131.26333333,25,50.8,131,15.8,48,1,1,1,0,0,9999,99,99,,,
a,1534,北原,キタハラ,26.36333333,126.71333333,26,21.8,126,42.8,7,1,1,1,0,0,9999,99,99,,,
a,1586,国頭,クニガミ,26.72833333,128.17833333,26,43.7,128,10.7,8,1,0,0,0,0,9999,99,99,,,
a,1596,宮城島,ミヤギジマ,26.36333333,127.97166667,26,21.8,127,58.3,100,1,1,1,1,0,9999,99,99,,,
a,1596,宮城島,ミヤギジマ,26.36333333,127.97166667,26,21.8,127,58.3,100,1,1,1,1,0,9999,99,99,,,
a,1639,盛山,モリヤマ,24.39500000,124.24500000,24,23.7,124,14.7,31,1,1,1,0,0,9999,99,99,,,
a,1651,渡名喜,トナキ,26.37333333,127.14166667,26,22.4,127,8.5,7,1,0,0,0,0,9999,99,99,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
